city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_160,0.92,Male,No relevent experience,Full time course,High School,nan,5,nan,nan,1,17,Yes
city_72,0.795,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Public Sector,>4,94,No
city_114,0.926,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,nan,never,9,No
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,20,No
city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Funded Startup,1,24,No
city_76,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,40,No
city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,16,Yes
city_104,0.924,Male,Has relevent experience,no_enrollment,High School,nan,14,<10,Pvt Ltd,1,38,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,32,No
city_90,0.698,Male,Has relevent experience,Part time course,Masters,STEM,10,50-99,Funded Startup,1,37,No
city_100,0.887,nan,No relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,144,Yes
city_36,0.893,nan,No relevent experience,Full time course,Primary School,nan,3,nan,nan,1,22,No
city_21,0.624,Male,Has relevent experience,no_enrollment,nan,nan,12,nan,nan,1,40,Yes
city_97,0.925,Male,No relevent experience,Full time course,Primary School,nan,5,nan,Pvt Ltd,never,46,No
city_72,0.795,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,NGO,1,113,No
city_100,0.887,nan,Has relevent experience,Full time course,High School,nan,7,nan,nan,never,117,No
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,49,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,1,50,No
city_16,0.91,Male,Has relevent experience,no_enrollment,High School,nan,10,10000+,Pvt Ltd,2,72,No
city_157,0.769,nan,Has relevent experience,no_enrollment,Masters,STEM,9,500-999,Public Sector,1,38,No
city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,>4,45,No
city_21,0.624,nan,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,105,No
city_16,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,18,nan,nan,>4,55,No
city_21,0.624,Male,No relevent experience,nan,Graduate,STEM,3,nan,nan,1,42,No
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Arts,18,10/49,Pvt Ltd,4,20,No
city_103,0.92,nan,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,4,23,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,nan,Pvt Ltd,1,17,No
city_103,0.92,Male,Has relevent experience,Full time course,Phd,STEM,14,nan,Public Sector,1,29,No
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,86,No
city_7,0.647,Male,Has relevent experience,no_enrollment,Masters,STEM,6,<10,Pvt Ltd,1,15,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,1,48,No
city_162,0.767,Male,Has relevent experience,Part time course,nan,nan,2,<10,Early Stage Startup,1,74,Yes
city_160,0.92,nan,No relevent experience,Full time course,Graduate,STEM,4,nan,nan,1,28,Yes
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,nan,nan,2,8,No
city_21,0.624,nan,Has relevent experience,no_enrollment,Masters,STEM,17,10/49,Funded Startup,1,11,No
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,100-500,Funded Startup,1,17,Yes
city_103,0.92,nan,No relevent experience,nan,nan,nan,4,nan,nan,nan,138,No
city_104,0.924,Female,No relevent experience,Full time course,Graduate,STEM,6,nan,nan,4,11,Yes
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,1,62,No
city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,13,50-99,Pvt Ltd,1,38,No
city_65,0.802,nan,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,4,66,No
city_173,0.878,nan,Has relevent experience,no_enrollment,Masters,STEM,16,5000-9999,Pvt Ltd,2,35,No
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,3,35,No
city_21,0.624,nan,Has relevent experience,Full time course,Graduate,nan,6,10000+,Pvt Ltd,1,82,Yes
city_114,0.926,nan,No relevent experience,no_enrollment,High School,nan,2,nan,nan,nan,64,No
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Arts,>20,500-999,Public Sector,>4,98,No
city_57,0.866,Other,No relevent experience,Full time course,High School,nan,1,nan,Pvt Ltd,never,37,No
city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,>4,218,No
city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,nan,nan,2,45,No
city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,1,37,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,9,No
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,3,158,No
city_162,0.767,Male,Has relevent experience,Part time course,Graduate,STEM,5,nan,Pvt Ltd,1,43,No
city_21,0.624,nan,Has relevent experience,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,never,83,No
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,178,No
city_82,0.693,Male,Has relevent experience,Full time course,Graduate,STEM,11,10/49,Pvt Ltd,2,109,No
city_21,0.624,nan,No relevent experience,no_enrollment,Masters,Other,<1,nan,nan,1,31,No
city_21,0.624,nan,No relevent experience,Full time course,High School,nan,<1,nan,nan,never,50,Yes
city_149,0.6890000000000001,nan,No relevent experience,Full time course,Primary School,nan,4,nan,nan,1,42,Yes
city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,Arts,4,50-99,NGO,4,54,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,82,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,1,20,No
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,8,nan,nan,1,11,No
city_19,0.682,nan,No relevent experience,Full time course,Graduate,STEM,4,nan,nan,never,24,Yes
city_114,0.926,nan,Has relevent experience,no_enrollment,nan,nan,>20,1000-4999,Pvt Ltd,never,123,No
city_72,0.795,Male,Has relevent experience,Part time course,High School,nan,<1,50-99,nan,1,10,No
city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,500-999,Pvt Ltd,>4,23,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,50-99,Pvt Ltd,1,90,No
city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,>20,10/49,Early Stage Startup,2,37,No
city_12,0.64,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,never,40,Yes
city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,nan,1,6,No
city_46,0.762,nan,No relevent experience,no_enrollment,Masters,Arts,9,10000+,Pvt Ltd,>4,10,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,nan,nan,3,8,Yes
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,>4,16,No
city_101,0.5579999999999999,Male,No relevent experience,Full time course,Graduate,STEM,9,nan,nan,never,37,Yes
city_19,0.682,Male,No relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,nan,1,204,No
city_73,0.754,nan,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,nan,94,No
city_149,0.6890000000000001,nan,Has relevent experience,no_enrollment,Graduate,STEM,19,nan,Pvt Ltd,never,95,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,nan,Pvt Ltd,1,37,No
city_160,0.92,Male,No relevent experience,Full time course,nan,nan,11,nan,nan,1,46,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,55,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,92,No
city_21,0.624,nan,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,1,14,Yes
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,1,53,No
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,100-500,Pvt Ltd,4,95,No
city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,nan,<1,nan,Pvt Ltd,never,39,No
city_21,0.624,nan,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,1,17,Yes
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Funded Startup,4,155,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,94,No
city_16,0.91,Male,No relevent experience,Full time course,Masters,STEM,10,nan,nan,2,48,No
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,7,No
city_73,0.754,nan,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,121,No
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,50-99,Pvt Ltd,>4,33,Yes
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,>4,77,No
city_102,0.804,nan,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,2,89,No
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,<10,Pvt Ltd,1,47,No
city_100,0.887,Male,Has relevent experience,no_enrollment,High School,nan,16,1000-4999,Pvt Ltd,1,143,No
city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1000-4999,Pvt Ltd,>4,14,No
city_26,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,1,50,No
city_16,0.91,nan,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,1,117,No
city_64,0.6659999999999999,Male,Has relevent experience,Full time course,Masters,STEM,>20,<10,Pvt Ltd,never,98,No
city_136,0.897,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Public Sector,>4,90,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,90,Yes
city_57,0.866,Male,No relevent experience,no_enrollment,High School,nan,15,100-500,Pvt Ltd,3,14,No
city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,3,9,Yes
city_21,0.624,nan,Has relevent experience,Full time course,Masters,STEM,2,50-99,Pvt Ltd,nan,48,Yes
city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,Humanities,19,100-500,Funded Startup,1,204,No
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,5000-9999,Pvt Ltd,1,121,No
city_61,0.913,Male,No relevent experience,Full time course,Graduate,STEM,2,nan,nan,2,84,No
city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,nan,nan,1,28,No
city_78,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,nan,nan,1,20,No
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Funded Startup,2,74,No
city_101,0.5579999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,26,Yes
city_21,0.624,Male,No relevent experience,nan,nan,nan,2,nan,nan,never,24,No
city_103,0.92,nan,Has relevent experience,no_enrollment,Graduate,Humanities,2,500-999,nan,1,4,No
city_103,0.92,nan,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,>4,6,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,1,41,No
city_173,0.878,nan,No relevent experience,no_enrollment,Primary School,nan,4,50-99,nan,2,8,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,>4,52,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,nan,nan,1,51,Yes
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,nan,nan,1,60,No
city_74,0.579,nan,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Public Sector,3,10,No
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,78,No
city_50,0.8959999999999999,Male,No relevent experience,Full time course,High School,nan,3,nan,nan,never,74,No
city_21,0.624,nan,Has relevent experience,no_enrollment,Graduate,STEM,2,<10,Pvt Ltd,never,61,Yes
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,nan,2,91,No
city_65,0.802,Male,No relevent experience,no_enrollment,Graduate,STEM,3,nan,nan,never,61,No
city_155,0.556,nan,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,46,No
city_103,0.92,nan,Has relevent experience,Part time course,Masters,STEM,>20,nan,nan,1,39,Yes
city_160,0.92,Male,No relevent experience,Full time course,Masters,STEM,10,nan,nan,1,7,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,14,No
city_16,0.91,Male,Has relevent experience,Full time course,Masters,STEM,3,10000+,NGO,1,12,No
city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,2,30,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,14,50-99,Funded Startup,1,4,No
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,2,10000+,Pvt Ltd,1,92,No
city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,2,112,No
city_114,0.926,nan,No relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,never,15,No
city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,1,26,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,1,32,No
city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,4,nan,nan,never,37,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,nan,nan,1,126,No
city_16,0.91,Male,No relevent experience,no_enrollment,High School,nan,9,nan,nan,never,37,No
city_114,0.926,Male,No relevent experience,nan,nan,nan,7,nan,nan,1,22,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,5,500-999,Pvt Ltd,1,36,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,2,13,No
city_136,0.897,nan,Has relevent experience,no_enrollment,Masters,STEM,2,50-99,Pvt Ltd,1,45,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,never,3,No
city_1,0.847,Male,No relevent experience,no_enrollment,Masters,STEM,4,100-500,Public Sector,1,33,No
city_89,0.925,Male,No relevent experience,Full time course,High School,nan,5,nan,nan,never,77,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,3,6,No
city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,1,36,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,28,No
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Funded Startup,1,16,No
city_16,0.91,Male,No relevent experience,Full time course,High School,nan,6,nan,nan,1,11,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Public Sector,1,156,No
city_50,0.8959999999999999,nan,Has relevent experience,Part time course,Masters,STEM,>20,nan,nan,4,31,No
city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,1,22,Yes
city_179,0.512,Male,No relevent experience,no_enrollment,High School,nan,2,50-99,nan,1,156,Yes
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,>20,100-500,Pvt Ltd,1,220,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Public Sector,1,102,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,1,40,Yes
city_114,0.926,nan,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,Pvt Ltd,never,53,No
city_103,0.92,nan,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,20,No
city_152,0.698,nan,No relevent experience,Full time course,Graduate,Business Degree,<1,100-500,Early Stage Startup,1,25,No
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,never,73,No
city_103,0.92,Male,No relevent experience,Full time course,Graduate,Business Degree,7,1000-4999,Pvt Ltd,1,60,No
city_48,0.493,nan,No relevent experience,Part time course,Graduate,STEM,<1,nan,nan,1,92,Yes
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,>4,7,No
city_11,0.55,nan,No relevent experience,Full time course,Graduate,STEM,2,nan,nan,never,12,Yes
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,4,Yes
city_11,0.55,Male,No relevent experience,Full time course,Graduate,STEM,3,nan,nan,1,138,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Funded Startup,>4,41,No
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,<10,Pvt Ltd,>4,62,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,2,15,No
city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,102,No
city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,41,No
city_141,0.763,Female,No relevent experience,Full time course,High School,nan,2,nan,nan,never,51,Yes
city_21,0.624,nan,No relevent experience,Full time course,Graduate,STEM,1,nan,nan,never,44,Yes
city_152,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,4,<10,Funded Startup,1,46,No
city_131,0.68,Male,Has relevent experience,Part time course,Graduate,STEM,4,nan,nan,1,46,Yes
city_20,0.7959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,>4,25,No
city_28,0.939,Male,No relevent experience,Full time course,High School,nan,3,50-99,Public Sector,1,30,No
city_21,0.624,nan,No relevent experience,Full time course,Graduate,STEM,3,nan,nan,never,9,Yes
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,nan,1,70,No
city_103,0.92,nan,Has relevent experience,Part time course,Graduate,STEM,>20,nan,nan,1,10,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,166,No
city_160,0.92,nan,Has relevent experience,Full time course,Graduate,Business Degree,>20,nan,nan,>4,90,Yes
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,>20,10000+,Pvt Ltd,>4,116,No
city_103,0.92,nan,No relevent experience,Full time course,High School,nan,5,nan,nan,nan,56,No
city_67,0.855,nan,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,nan,1,9,No
city_26,0.698,nan,Has relevent experience,Full time course,Masters,STEM,5,<10,Pvt Ltd,never,47,No
city_100,0.887,nan,Has relevent experience,no_enrollment,High School,nan,9,50-99,Pvt Ltd,never,5,No
city_103,0.92,Female,No relevent experience,no_enrollment,Primary School,nan,3,nan,nan,never,17,No
city_150,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Public Sector,>4,24,No
city_103,0.92,Female,No relevent experience,Full time course,Masters,STEM,>20,nan,NGO,4,46,Yes
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,9,50-99,Pvt Ltd,1,9,No
city_103,0.92,Male,No relevent experience,Full time course,nan,nan,,nan,nan,nan,21,No
city_134,0.698,nan,No relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,18,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,3,26,No
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,95,No
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,160,No
city_75,0.939,Female,No relevent experience,no_enrollment,Primary School,nan,3,nan,nan,never,11,No
city_103,0.92,Male,No relevent experience,Full time course,Masters,STEM,7,nan,Public Sector,1,48,No
city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,13,1000-4999,Pvt Ltd,1,178,No
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,nan,1,332,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,nan,2,20,No
city_100,0.887,Male,Has relevent experience,no_enrollment,Phd,STEM,16,50-99,Funded Startup,1,212,Yes
city_11,0.55,Male,No relevent experience,Full time course,Graduate,STEM,<1,nan,nan,1,86,Yes
city_171,0.664,nan,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Early Stage Startup,1,188,Yes
city_103,0.92,Male,Has relevent experience,Part time course,Masters,STEM,15,500-999,Public Sector,1,10,No
city_11,0.55,Male,No relevent experience,no_enrollment,High School,nan,<1,nan,nan,never,68,Yes
city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Funded Startup,1,84,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,4,21,No
city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,nan,1,65,No
city_97,0.925,nan,No relevent experience,nan,nan,nan,4,nan,nan,nan,53,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,1,1000-4999,NGO,1,48,No
city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,7,500-999,Pvt Ltd,1,20,No
city_23,0.899,nan,Has relevent experience,Full time course,Primary School,nan,4,100-500,Funded Startup,1,310,No
city_23,0.899,nan,Has relevent experience,Part time course,Graduate,STEM,11,50-99,Pvt Ltd,2,151,No
city_36,0.893,nan,Has relevent experience,Part time course,High School,nan,,100-500,nan,nan,94,No
city_23,0.899,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,3,18,No
city_73,0.754,Male,Has relevent experience,no_enrollment,High School,nan,>20,nan,nan,never,112,No
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,never,152,No
city_173,0.878,Male,No relevent experience,Full time course,Graduate,STEM,14,nan,nan,2,8,Yes
city_145,0.555,nan,No relevent experience,Full time course,Graduate,STEM,4,nan,nan,never,24,No
city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,Arts,2,50-99,Pvt Ltd,2,48,Yes
city_160,0.92,nan,No relevent experience,no_enrollment,Primary School,nan,4,nan,Pvt Ltd,never,50,No
city_91,0.691,nan,No relevent experience,Full time course,Graduate,STEM,2,nan,nan,nan,31,No
city_28,0.939,Other,No relevent experience,Part time course,High School,nan,2,1000-4999,Pvt Ltd,2,136,No
city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,126,No
city_21,0.624,nan,No relevent experience,Full time course,Graduate,STEM,2,nan,Pvt Ltd,never,84,Yes
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,nan,nan,never,17,No
city_114,0.926,Male,No relevent experience,Part time course,High School,nan,9,nan,nan,never,13,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,18,No
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,>20,100-500,Pvt Ltd,4,32,No
city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,46,No
city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,6,No
city_28,0.939,Male,Has relevent experience,Full time course,High School,nan,5,10000+,Pvt Ltd,2,66,No
city_71,0.884,Male,No relevent experience,Full time course,Graduate,STEM,5,nan,nan,1,70,Yes
city_102,0.804,Male,No relevent experience,Full time course,High School,nan,5,nan,nan,1,17,No
city_16,0.91,Female,No relevent experience,no_enrollment,Graduate,Business Degree,<1,1000-4999,Pvt Ltd,1,18,No
city_21,0.624,nan,Has relevent experience,no_enrollment,Graduate,STEM,,100-500,Pvt Ltd,1,60,Yes
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,nan,nan,1,80,No
city_103,0.92,nan,No relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,2,31,No
city_78,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,nan,nan,1,9,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,nan,nan,4,69,Yes
city_114,0.926,nan,No relevent experience,no_enrollment,High School,nan,<1,nan,nan,nan,57,Yes
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,4,50,No
city_64,0.6659999999999999,Female,Has relevent experience,no_enrollment,Masters,STEM,13,500-999,Public Sector,>4,28,Yes
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Arts,16,10/49,Pvt Ltd,2,82,No
city_21,0.624,nan,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,2,108,Yes
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,2,51,No
city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,4,21,No
city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,>4,34,No
city_74,0.579,nan,No relevent experience,Full time course,Graduate,STEM,6,nan,nan,1,145,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,3,21,No
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,39,No
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Funded Startup,1,104,No
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,never,50,Yes
city_103,0.92,nan,Has relevent experience,no_enrollment,Masters,STEM,15,10/49,Pvt Ltd,1,82,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,never,6,No
city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,nan,2,64,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,4,44,No
